X,Y,DATE,SERVICEORDERSTATUS,STREETADDRESS,ZIPCODE,WARD
-76.9986169022804,38.9615118157192,June 2020,Closed,612 OGLETHORPE STREET NE,20011,4
-76.9969774773499,38.9553579713039,June 2020,Open,5366 CHILLUM PLACE NE,20011,5
-77.0527249140898,38.9005233155371,June 2020,Closed,2414 I STREET NW,20037,2
-77.0260250636911,38.9463209844855,June 2020,Open,907 BUCHANAN STREET NW,20011,4
-76.9871551961767,38.9061330208197,June 2020,Open,1211 PENN STREET NE,20002,5
-76.9707691666169,38.8744807624416,June 2020,Closed,2406 L'ENFANT SQUARE SE,20020,7
-77.0431646454105,38.9138914861622,June 2020,Closed,1739 19TH STREET NW,20009,2
-77.0267273757694,38.9531414429722,June 2020,Closed,923 HAMILTON STREET NW,20011,4
-77.0051524116059,38.8827568949901,June 2020,Closed,118 DUDDINGTON PLACE SE,20003,6
-77.0099731740657,38.9703540747613,June 2020,Closed,35 VAN BUREN STREET NW,20012,4
-76.9462754989996,38.9022612051694,June 2020,Closed,3819 JAY STREET NE,20019,7
-77.0186346193521,38.9494418736124,June 2020,Open,435 DELAFIELD PLACE NW,20011,4
-76.9325928687102,38.8767150859568,June 2020,Open,4636 HILLSIDE ROAD SE,20019,7
-76.9947310505031,38.8979752795439,June 2020,Open,619 8TH STREET NE,20002,6
-77.0126728410224,38.9131642323354,June 2020,Open,120 RANDOLPH PLACE NW,20001,5
-77.0222071033815,38.9359717853591,June 2020,Closed,732 QUEBEC PLACE NW,20010,1
-77.0259750591962,38.9559837212758,June 2020,Closed,5418 9TH STREET NW,20011,4
-76.9817099916389,38.8709403435199,June 2020,Open,1610 Q STREET SE,20020,8
-77.0187995232353,38.931705149412,June 2020,Closed,3304 PARK PLACE NW,20010,1
-76.9955592873833,38.8949196761961,June 2020,Closed,701 MARYLAND AVENUE NE,20002,6
-76.9834317397659,38.886731414211,June 2020,Closed,1501 MASSACHUSETTS AVENUE SE,20003,6
-76.9857913723836,38.8686894399965,June 2020,Open,1339 RIDGE PLACE SE,20020,8
-77.0193933239445,38.9154094488486,June 2020,Closed,531 FLORIDA AVENUE NW,20001,1
-77.020560747601,38.9472010114488,June 2020,Closed,524 CRITTENDEN STREET NW,20011,4
-77.0296034345211,38.9096573744931,June 2020,Closed,LOGAN CIRCLE,20005,2
-77.0287052641432,38.9314227074865,June 2020,Closed,1114 PARK ROAD NW,20010,1
-77.0045859378816,38.8827590806293,June 2020,Open,140 DUDDINGTON PLACE SE,20003,6
-76.9839129502392,38.9020788602326,June 2020,Open,1221 HOLBROOK STREET NE,20002,5
-77.0011721425278,38.842619454149,June 2020,Open,3216 MARTIN LUTHER KING JR AVENUE SE,20032,8
-77.0248645802046,38.9575837404407,June 2020,Closed,819 LONGFELLOW STREET NW,20011,4
-77.0238218367778,38.9565980030673,June 2020,Closed,5505 8TH STREET NW,20011,4
-77.0242826054582,38.9568396000117,June 2020,Closed,5514 8TH STREET NW,20011,4
-77.0053911423562,38.9671436579158,June 2020,Closed,137 TUCKERMAN STREET NE,20011,4
-76.9997092035047,38.8227842663778,June 2020,Open,4641 6TH STREET SE,20032,8
-77.0318309032704,38.9409943884438,June 2020,Closed,1357 TAYLOR STREET NW,20011,4
-76.9945408682821,38.950358022208,June 2020,Closed,5017 8TH STREET NE,20017,5
-76.9891999268124,38.9021308161568,June 2020,Closed,1211 FLORIDA AVENUE NE,20002,6
-76.9845924145565,38.8952658371221,June 2020,Closed,1427 DUNCAN STREET NE,20002,6
-76.981013139416,38.8805682287663,June 2020,Closed,713 17TH STREET SE,20003,6
-77.0093610308691,38.9099903654496,June 2020,Open,1508 NORTH CAPITOL STREET NW,20002,5
-77.0310595650707,38.9094789014719,June 2020,Open,1308 P STREET NW,20005,2
-76.9999035088721,38.8834039910607,June 2020,Open,414 E STREET SE,20003,6
-76.9830987319676,38.8946026146601,June 2020,Closed,1513 D STREET NE,20002,6
-77.0235852659066,38.9421368828803,June 2020,Closed,4202 8TH STREET NW,20011,4
-77.0317866445989,38.9283970091427,June 2020,Closed,1362 IRVING STREET NW,20010,1
-77.0299191217728,38.9206570128229,June 2020,Closed,1303 FLORIDA AVENUE NW,20009,1
-76.9802765201156,38.8978564447111,June 2020,Open,1684 KRAMER STREET NE,20002,6
-77.0111664655461,38.9142915993583,June 2020,Open,63 S STREET NW,20001,5
-76.95774305249,38.8923738294105,June 2020,Closed,210 34TH STREET NE,20019,7
-76.9986952831399,38.8837394561451,June 2020,Closed,415 6TH STREET SE,20003,6
-77.0192993705835,38.9393490621162,June 2020,Open,3914 5TH STREET NW,20011,4
-77.0005924240838,38.8461358152699,June 2020,Open,3008 5TH STREET SE,20032,8
-76.9462754989996,38.9022612051694,June 2020,Closed,3819 JAY STREET NE,20019,7
-77.0190314300764,38.8814805005564,June 2020,Closed,503 G STREET SW,20024,6
-76.9470804929964,38.8659578632533,June 2020,Closed,3924 R STREET SE,20020,7
-77.0142883833167,38.9415050162349,June 2020,Open,225 ROCK CREEK CHURCH ROAD NW,20011,4
-77.0269632744955,38.9542856192642,June 2020,Open,921 INGRAHAM STREET NW,20011,4
-77.0269632744955,38.9542856192642,June 2020,Open,921 INGRAHAM STREET NW,20011,4
-76.9933159389036,38.9011392138168,June 2020,Open,909 I STREET NE,20002,6
-76.9745279185644,38.8956216183945,June 2020,Open,427 21ST STREET NE,20002,7
-77.0250844952629,38.9149976755697,June 2020,Closed,923 WESTMINSTER STREET NW,20001,1
-76.9967205750111,38.8844485575432,June 2020,Open,650 D STREET SE,20003,6
-76.9968192169627,38.9469400051416,June 2020,Open,4721 7TH STREET NE,20017,5
-77.0247851548098,38.9514758809757,June 2020,Closed,5018 ILLINOIS AVENUE NW,20011,4
-76.9777576215482,38.8976905086691,June 2020,Closed,633 18TH STREET NE,20002,6
-76.9983754665416,38.9285689658276,June 2020,Closed,555 REGENT PLACE NE,20017,5
-76.9983247217944,38.9285845494937,June 2020,Closed,557 REGENT PLACE NE,20017,5
-76.9958706804666,38.9261308037191,June 2020,Closed,2815 7TH STREET NE,20017,5
-76.9802942840976,38.8973989128847,June 2020,Open,612 17TH STREET NE,20002,6
-77.082849665732,38.9534959211364,June 2020,Open,4207 ELLICOTT STREET NW,20016,3
-77.0269315253318,38.9273574082063,June 2020,Closed,2921 11TH STREET NW,20001,1
-77.0836273358011,38.9108928150179,June 2020,Open,4453 Q STREET NW,20007,3
-76.9879694944364,38.8979773914441,June 2020,Closed,1305 MARYLAND AVENUE NE,20002,6
-77.0282291574255,38.9299332093283,June 2020,Open,1201 KENYON STREET NW,20010,1
-77.0248560910349,38.9590463236432,June 2020,Closed,812 MARIETTA PLACE NW,20011,4
-77.0074994125093,38.9109416907688,June 2020,Closed,37 Q STREET NE,20002,5
-77.0294287262419,38.9506534297261,June 2020,Closed,4917 13TH STREET NW,20011,4
-77.0773118174579,38.9352666669175,June 2020,Closed,3470 39TH STREET NW,20016,3
-77.0145744382832,38.9499150245692,June 2020,Closed,208 EMERSON STREET NW,20011,4
-77.027574996994,38.8941315160954,June 2020,Closed,1100 PENNSYLVANIA AVENUE NW,20004,2
-77.0736797537167,38.9211669437815,June 2020,Closed,2411 TUNLAW ROAD NW,20007,3
-77.0240883326165,38.9521102090844,June 2020,Open,5100 8TH STREET NW,20011,4
-76.930686468456,38.901897076299,June 2020,Closed,4905 JUST STREET NE,20019,7
-76.982530362825,38.9080793052781,June 2020,Open,1713 TRINIDAD AVENUE NE,20002,5
-77.0063702659695,38.9120397845631,June 2020,Open,1625 1ST STREET NE,20002,5
-77.0343433270212,38.957085525414,June 2020,Closed,1418 LONGFELLOW STREET NW,20011,4
-77.0069006989272,38.9160938665715,June 2020,Closed,55 TODD PLACE NE,20002,5
-77.0294057873988,38.9171419126883,June 2020,Closed,1241 U STREET NW,20009,1
-76.9836184583917,38.9033144955184,June 2020,Closed,1330 HOLBROOK STREET NE,20002,5
-76.9978326427191,38.9505090181328,June 2020,Closed,601 FARADAY PLACE NE,20017,5
-77.0108850122836,38.9105565879497,June 2020,Closed,53 BATES STREET NW,20001,5
-77.0730459775834,38.9445847100908,June 2020,Closed,3710 WARREN STREET NW,20016,3
-77.0337883756203,38.9193611009771,June 2020,Closed,1447 W STREET NW,20009,1
-77.0265558920097,38.9328882366841,June 2020,Closed,3501 NEW HAMPSHIRE AVENUE NW,20010,1
-77.0196409581253,38.9148275590734,June 2020,Closed,1831 6TH STREET NW,20001,6
-77.0354156200434,38.9357331423615,June 2020,Closed,3547 HERTFORD PLACE NW,20010,1
-76.9725501471083,38.872852115155,June 2020,Open,2322 MINNESOTA AVENUE SE,20020,8
-77.0691913020659,38.926397307979,June 2020,Closed,3505 FULTON STREET NW,20007,3
-77.028647666735,38.9249924969115,June 2020,Closed,1221 FAIRMONT STREET NW,20009,1
-77.0197976692145,38.9339703033014,June 2020,Closed,430 NEWTON PLACE NW,20010,1
-77.0289370230514,38.9542925341541,June 2020,Closed,1231 INGRAHAM STREET NW,20011,4
-77.0319659816112,38.9340612048321,June 2020,Closed,1361 OAK STREET NW,20010,1
-77.0544062520671,38.9008955808119,June 2020,Closed,2527 I STREET NW,20037,2
-77.0166686093715,38.9138721463008,June 2020,Closed,412 FLORIDA AVENUE NW,20001,5
-76.9818834072594,38.8977766205756,June 2020,Closed,613 16TH STREET NE,20002,6
-77.067027366523,38.9694772546971,June 2020,Closed,3302 RITTENHOUSE STREET NW,20015,4
-76.9756781256713,38.8959763427721,June 2020,Closed,2013 E STREET NE,20002,7
-77.000354601049,38.9031734913316,June 2020,Closed,1011 4TH STREET NE,20002,6
-76.9947310505031,38.8979752795439,June 2020,Closed,619 8TH STREET NE,20002,6
-77.0331329395918,38.9193708374958,June 2020,Closed,1427 W STREET NW,20009,1
-77.0239864413423,38.9273597614,June 2020,Closed,728 HOBART PLACE NW,20001,1
-77.0216207064685,38.9671322343886,June 2020,Closed,608 TUCKERMAN STREET NW,20011,4
-77.0399388410986,38.9199827171569,June 2020,Closed,2254 ONTARIO ROAD NW,20009,1
-77.0251265631594,38.9250891555893,June 2020,Closed,777 FAIRMONT STREET NW,20001,1
-77.0083068454153,38.9128314059063,June 2020,Closed,10 R STREET NE,20002,5
-77.0325571754464,38.9681061944931,June 2020,Closed,1378 TEWKESBURY PLACE NW,20012,4
-76.9983754665416,38.9285689658276,June 2020,Closed,555 REGENT PLACE NE,20017,5
-76.9926898821463,38.9220360961081,June 2020,Closed,2414 10TH STREET NE,20018,5
-76.9913087284473,38.880353607489,June 2020,Closed,726 11TH STREET SE,20003,6
-76.9938422535264,38.9500575615109,June 2020,Closed,5012 SOUTH DAKOTA AVENUE NE,20017,5
-77.0345029626833,38.9217253978865,June 2020,Closed,1453 CHAPIN STREET NW,20009,1
-77.0199526217073,38.9407608222905,June 2020,Closed,520 TAYLOR STREET NW,20011,4
-76.9930250401136,38.8814764382924,June 2020,Closed,918 G STREET SE,20003,6
-77.0262711482347,38.9160367965055,June 2020,Closed,1910 VERMONT AVENUE NW,20001,1
-77.0210725000602,38.9379140946323,June 2020,Closed,625 QUINCY STREET NW,20011,4
-77.0319298833043,38.9374140144087,June 2020,Closed,1364 QUINCY STREET NW,20011,4
-77.0423712463674,38.9189553613352,June 2020,Closed,1819 WYOMING AVENUE NW,20009,1
-77.0222685377041,38.942853300176,June 2020,Closed,708 VARNUM STREET NW,20011,4
-77.0304761447679,38.9531516960511,June 2020,Closed,1309 HAMILTON STREET NW,20011,4
-76.9917795419453,38.8882164305431,June 2020,Closed,133 11TH STREET SE,20003,6
-77.0009930386098,38.8933115821195,June 2020,Closed,332 MARYLAND AVENUE NE,20002,6
-77.0168188585554,38.9134154020224,June 2020,Closed,413 RICHARDSON PLACE NW,20001,5
-77.0243532775462,38.9276493929445,June 2020,Closed,739 HOBART PLACE NW,20001,1
-77.0214911102745,38.9272989003224,June 2020,Closed,534 HARVARD STREET NW,20001,1
-77.0316912953259,38.9370200563515,June 2020,Closed,1357 SPRING ROAD NW,20010,4
-77.0036312207887,38.962917235309,June 2020,Closed,210 PEABODY STREET NE,20011,4
-76.9944549774695,38.8828893905814,June 2020,Closed,806 1/2 E STREET SE,20003,6
-76.9768912652283,38.8949682824182,June 2020,Closed,1908 D STREET NE,20002,7
-77.012428387015,38.9137617816834,June 2020,Closed,1732 1ST STREET NW,20001,5
-76.9715815197216,38.9253612643867,June 2020,Closed,2409 FRANKLIN STREET NE,20018,5
-76.9952207201784,38.9484064086924,June 2020,Closed,4900 8TH STREET NE,20017,5
-77.0295135236708,38.9347843158247,June 2020,Closed,3605 13TH STREET NW,20010,1
-76.9928577584822,38.8969581357257,June 2020,Closed,520 10TH STREET NE,20002,6
-76.9879969226527,38.9062485072803,June 2020,Closed,1426 MONTELLO AVENUE NE,20002,5
-76.9814931696567,38.9040767354303,June 2020,Closed,1609 LEVIS STREET NE,20002,5
-77.0255044873881,38.9257684811148,June 2020,Closed,786 GIRARD STREET NW,20001,1
-77.0176528005494,38.9490827758946,June 2020,Closed,400 DELAFIELD PLACE NW,20011,4
-77.0127519236867,38.9150127345599,June 2020,Closed,111 SEATON PLACE NW,20001,5
-77.0209238813861,38.9518687660265,June 2020,Closed,622 GALLATIN STREET NW,20011,4
-76.9983247217944,38.9285845494937,June 2020,Closed,557 REGENT PLACE NE,20017,5
-77.0305948762594,38.934110757143,June 2020,Closed,3481 HOLMEAD PLACE NW,20010,1
-76.9900896303581,38.9349973358515,June 2020,Closed,3700 OAKVIEW TERRACE NE,20017,5
-76.9896373477564,38.9019369959233,June 2020,Closed,919 12TH STREET NE,20002,6
-77.0065545181403,38.9183166023834,June 2020,Open,104 V STREET NE,20002,5
-77.0306630853114,38.9688090793104,June 2020,Closed,1320 UNDERWOOD STREET NW,20012,4
-76.9824234244073,38.8872658241886,June 2020,Closed,209 16TH STREET SE,20003,6
-77.0342345599316,38.9499438904286,June 2020,Closed,1405 EMERSON STREET NW,20011,4
-77.0290532864583,38.9516733504058,June 2020,Closed,1220 GALLATIN STREET NW,20011,4
-77.0131435312558,38.9445647256649,June 2020,Open,111 WEBSTER STREET NW,20011,4
-77.0288108831923,38.915375886899,June 2020,Closed,1218 T STREET NW,20009,1
-77.0103476276903,38.9139010732485,June 2020,Closed,36 S STREET NW,20001,5
-77.021543944106,38.9281101794239,June 2020,Closed,620 COLUMBIA ROAD NW,20001,1
-77.0283455075205,38.9269863815893,June 2020,Closed,1139 HARVARD STREET NW,20009,1
-76.9876250524474,38.895921646513,June 2020,Closed,1317 E STREET NE,20002,6
-77.0283466774311,38.9299291271418,June 2020,Closed,1205 KENYON STREET NW,20010,1
-77.060176960097,38.9094641093368,June 2020,Closed,3021 P STREET NW,20007,2
-77.0206302883329,38.9674580614178,June 2020,Closed,517 TUCKERMAN STREET NW,20011,4
-77.0209859293044,38.9663018797735,June 2020,Closed,523 SHERIDAN STREET NW,20011,4
-77.0662433682311,38.9064058256453,June 2020,Closed,1236 33RD STREET NW,20007,2
-77.0247245540523,38.9513777937045,June 2020,Open,5014 ILLINOIS AVENUE NW,20011,4
-76.9997688429295,38.8983358226627,June 2020,Closed,636 5TH STREET NE,20002,6
-77.0256639947635,38.927732079025,June 2020,Closed,788 COLUMBIA ROAD NW,20001,1
-77.021369535739,38.9518558035779,June 2020,Closed,636 GALLATIN STREET NW,20011,4
-77.0226745845254,38.9113360080194,June 2020,Closed,1603 8TH STREET NW,20001,6
-76.9605979142919,38.8773846040268,June 2020,Closed,3209 MASSACHUSETTS AVENUE SE,20019,7
-77.017978321677,38.9000317946992,June 2020,Closed,461 H STREET NW,20001,2
-77.0140054321841,38.9520731163828,June 2020,Closed,210 GALLATIN STREET NW,20011,4
-76.9806005521624,38.8979145128278,June 2020,Closed,1668 KRAMER STREET NE,20002,6
-76.9940122737826,38.900891701873,June 2020,Closed,812 9TH STREET NE,20002,6
-77.008262028688,38.9161275594756,June 2020,Closed,19 TODD PLACE NE,20002,5
-77.0045708329001,38.9168229353143,June 2020,Open,153 U STREET NE,20002,5
-77.0010459476571,38.893283835874,June 2020,Closed,330 MARYLAND AVENUE NE,20002,6
-77.0247996069955,38.9416193754887,June 2020,Closed,4129 9TH STREET NW,20011,4
-77.0180081308812,38.9423027269179,June 2020,Closed,419 UPSHUR STREET NW,20011,4
-76.9722069291853,38.8972164709842,June 2020,Closed,547 24TH STREET NE,20002,7
-77.0423601012508,38.920381924356,June 2020,Closed,1806 BELMONT ROAD NW,20009,1
-77.0188976413479,38.9407276669445,June 2020,Closed,4023 5TH STREET NW,20011,4
-76.9699246332713,38.9268269534764,June 2020,Open,2905 26TH STREET NE,20018,5
-77.0255639544492,38.9330552916963,June 2020,Closed,743 PARK ROAD NW,20010,1
-77.0064587974527,38.8838166667482,June 2020,Closed,446 NEW JERSEY AVENUE SE,20003,6
-77.0154947366059,38.9151225749387,June 2020,Closed,1853 3RD STREET NW,20001,1
-77.0222679521851,38.9280546425725,June 2020,Closed,644 COLUMBIA ROAD NW,20001,1
-77.0304096191153,38.9089024482336,June 2020,Closed,1342 VERMONT AVENUE NW,20005,2
-77.0392928617867,38.9235607727408,June 2020,Closed,2514 17TH STREET NW,20009,1
-77.0141269848934,38.9157690963755,June 2020,Closed,1903 2ND STREET NW,20001,5
-76.9978348920638,38.8877863693526,June 2020,Closed,616 INDEPENDENCE AVENUE SE,20003,6
-77.0204281890469,38.9290462534637,June 2020,Closed,526 IRVING STREET NW,20010,1
-77.0283455075205,38.9269863815893,June 2020,Closed,1139 HARVARD STREET NW,20009,1
-77.021885246649,38.9523152201616,June 2020,Open,5107 7TH STREET NW,20011,4
-77.0292678997078,38.9621499084539,June 2020,Open,1237 ROCK CREEK FORD ROAD NW,20011,4
-77.0287216847195,38.9615914419769,June 2020,Open,1215 MISSOURI AVENUE NW,20011,4
-77.0036429573925,38.8359386441641,June 2020,Open,145 WILMINGTON PLACE SE,20032,8
-77.0000169099897,38.846033841204,June 2020,Closed,513 NEWCOMB STREET SE,20032,8
-77.0404306665991,38.9226446885673,June 2020,Closed,2478 ONTARIO ROAD NW,20009,1
-77.0427288854931,38.9203938612451,June 2020,Closed,1818 BELMONT ROAD NW,20009,1
-77.0472909965659,38.9124278353195,June 2020,Closed,2110 R STREET NW,20008,2
-77.0692313227603,38.9071580022296,June 2020,Closed,1316 35TH STREET NW,20007,2
-77.0437746078885,38.9176519690694,June 2020,Closed,1868 CALIFORNIA STREET NW,20009,1
-77.0139055935895,38.9098509141342,June 2020,Open,207 P STREET NW,20001,5
-76.9842024931428,38.9299152559262,June 2020,Open,15TH STREET NE AND JACKSON STREET NE,20017,5
-77.0132292697805,38.9061946846569,June 2020,Open,123 NEW YORK AVENUE NW,20001,5
-77.0124172469191,38.9100438603805,June 2020,Closed,1512 1ST STREET NW,20001,5
-76.9359591553617,38.8900717367445,June 2020,Closed,4613 CENTRAL AVENUE NE,20019,7
-76.9753563566896,38.9054226212609,June 2020,Closed,1917 M STREET NE,20002,5
-77.001458497116,38.8423261358319,June 2020,Open,232 SAVANNAH STREET SE,20032,8
-77.0168188585554,38.9134154020224,June 2020,Open,413 RICHARDSON PLACE NW,20001,5
-77.0418474178278,38.9146946983505,June 2020,Closed,1800 SWANN STREET NW,20009,2
-77.0272997483404,38.9231052159793,June 2020,Closed,2528 11TH STREET NW,20001,1
-77.0201457052816,38.9680765619245,June 2020,Open,6426 5TH STREET NW,20012,4
-77.0176041943396,38.9573319269708,June 2020,Closed,5527 4TH STREET NW,20011,4
-77.0334266272628,38.9242584007697,June 2020,Open,1438 FAIRMONT STREET NW,20009,1
-77.0215068978573,38.9364347627795,June 2020,Closed,3644 WARDER STREET NW,20010,1
-77.0181338649676,38.9423113554362,June 2020,Closed,423 UPSHUR STREET NW,20011,4
-77.0149792545984,38.9406247295364,June 2020,Closed,249 ROCK CREEK CHURCH ROAD NW,20011,4
-77.0324644090428,38.9486221603763,June 2020,Open,4805 14TH STREET NW,20011,4
-77.0136543836675,38.9497204668082,June 2020,Closed,116 EMERSON STREET NW,20011,4
-76.9996693589246,38.8228176877209,June 2020,Open,4643 6TH STREET SE,20032,8
-77.0167701255513,38.9444767911298,June 2020,Open,331 WEBSTER STREET NW,20011,4
-77.0018157687559,38.9175002570678,June 2020,Closed,2017 3RD STREET NE,20002,5
-77.0072240400593,38.9105773206574,June 2020,Closed,44 PORTER STREET NE,20002,5
-76.9722358978305,38.8971290967291,June 2020,Closed,543 24TH STREET NE,20002,7
-77.0341728313876,38.956421125752,June 2020,Closed,1405 KENNEDY STREET NW,20011,4
-77.0346959630327,38.9659617968922,June 2020,Closed,1436 SHERIDAN STREET NW,20011,4
-77.0192098065165,38.9639681476085,June 2020,Closed,423 QUACKENBOS STREET NW,20011,4
-77.0218990444836,38.9424024150258,June 2020,Open,4208 7TH STREET NW,20011,4
-76.9990009129221,38.9022596799993,June 2020,Closed,509 K STREET NE,20002,6
-76.9989266690042,38.9022589586736,June 2020,Closed,511 K STREET NE,20002,6
-76.9769721848215,38.9010479530305,June 2020,Closed,1812 H PLACE NE,20002,5
-77.017978321677,38.9000317946992,June 2020,Closed,461 H STREET NW,20001,2
-77.0212004070364,38.9576655366943,June 2020,Closed,607 LONGFELLOW STREET NW,20011,4
-77.0715098396053,38.9185129963081,June 2020,Closed,3530 W PLACE NW,20007,3
-77.0045911830724,38.8836718101938,June 2020,Closed,123 NORTH CAROLINA AVENUE SE,20003,6
-77.0417070997235,38.8996020143732,June 2020,Closed,PENNSYLVANIA AVENUE NW AND 18TH STREET NW,20006,2
-77.0126139152221,38.9639742700807,June 2020,Open,125 QUACKENBOS STREET NW,20011,4
-77.0197730506867,38.9491701770978,June 2020,Closed,4822 5TH STREET NW,20011,4
-77.0111685978701,38.9146544549575,June 2020,Closed,64 SEATON PLACE NW,20001,5
-76.9829113679472,38.9044163862132,June 2020,Closed,1362 LEVIS STREET NE,20002,5
-76.9905156773302,38.883931137288,June 2020,Closed,403 12TH STREET SE,20003,6
-77.0000117487701,38.9625119203399,June 2020,Closed,503 PEABODY STREET NE,20011,4
-77.0254974215486,38.9366464661204,June 2020,Closed,3724 9TH STREET NW,20010,4
-77.0213361052807,38.9511706403805,June 2020,Closed,637 FARRAGUT STREET NW,20011,4
-77.0306011439784,38.9342028203699,June 2020,Closed,3485 HOLMEAD PLACE NW,20010,1
-76.9952718984576,38.8794324567505,June 2020,Closed,726 I STREET SE,20003,6
-77.0232008041497,38.9307957804918,June 2020,Closed,651 KEEFER PLACE NW,20010,1
-76.9915931157037,38.8396856456402,June 2020,Closed,3436 10TH PLACE SE,20032,8
-77.0258816763317,38.9463243493864,June 2020,Closed,903 BUCHANAN STREET NW,20011,4
-77.0044649340662,38.917944837058,June 2020,Closed,157 V STREET NE,20002,5
-76.9895194118172,38.839932309499,June 2020,Closed,1200 MISSISSIPPI AVENUE SE,20032,8
-76.9752151666077,38.8999952369287,June 2020,Closed,1931 H STREET NE,20002,5
-76.9735036762922,38.8975511627841,June 2020,Closed,558 23RD PLACE NE,20002,7
-77.0025478060757,38.912390174779,June 2020,Closed,231 R STREET NE,20002,5
-76.9710419056086,38.8538366921141,June 2020,Closed,3000 24TH PLACE SE,20020,8
-76.9900033641345,38.840324399773,June 2020,Closed,1143 TRENTON PLACE SE,20032,8
-76.9952192532737,38.9479174392258,June 2020,Closed,4818 8TH STREET NE,20017,5
-77.03126883932,38.9652521929261,June 2020,Closed,1338 RITTENHOUSE STREET NW,20011,4
-77.0268064917753,38.9058316637804,June 2020,Closed,1017 M STREET NW,20001,2
-77.0743482753811,38.9502883846696,June 2020,Closed,4613 38TH STREET NW,20016,3
-77.0242985045288,38.951697406511,June 2020,Closed,5025 ILLINOIS AVENUE NW,20011,4
-77.0199434326374,38.9524437552838,June 2020,Closed,5108 5TH STREET NW,20011,4
-77.0327262346712,38.9083259186648,June 2020,Closed,1418 RHODE ISLAND AVENUE NW,20005,2
-77.0231904875911,38.914325234186,June 2020,Closed,1804 8TH STREET NW,20001,1
-76.9928577584822,38.8969581357257,June 2020,Closed,520 10TH STREET NE,20002,6
-77.0017332611617,38.9150026978009,June 2020,Closed,304 SEATON PLACE NE,20002,5
-77.026437631908,38.9281106161079,June 2020,Closed,3008 SHERMAN AVENUE NW,20001,1
-77.0023384929192,38.9146828012321,June 2020,Closed,231 SEATON PLACE NE,20002,5
-77.0083883266116,38.9164305007375,June 2020,Closed,14 TODD PLACE NE,20002,5
-77.0186677657536,38.9095021677969,June 2020,Closed,1429 5TH STREET NW,20001,6
-77.0248170132625,38.9515265907987,June 2020,Closed,5020 ILLINOIS AVENUE NW,20011,4
-77.0869779014572,38.9552009812981,June 2020,Closed,4416 FARADAY PLACE NW,20016,3
-77.0175585104372,38.9072424158342,June 2020,Closed,400 - 499 BLOCK OF N STREET NW,20001,6
-77.0339526347377,38.9153552280705,June 2020,Closed,1454 T STREET NW,20009,2
-77.0215170649819,38.9364915131974,June 2020,Closed,3646 WARDER STREET NW,20010,1
-77.0419515656349,38.9151321959254,June 2020,Closed,1832 18TH STREET NW,20009,2
-77.0299881408766,38.9199783077418,June 2020,Closed,2230 13TH STREET NW,20009,1
-76.9989695804316,38.8445338405882,June 2020,Closed,515 PARKLAND PLACE SE,20032,8
-77.0323351177567,38.9194385333823,June 2020,Open,2204 14TH STREET NW,20009,1
-77.0199180604521,38.9400894401051,June 2020,Closed,521 SHEPHERD STREET NW,20011,4
-77.0300349993071,38.9304789330529,June 2020,Closed,3226 13TH STREET NW,20010,1
-77.0284466239803,38.9153633644811,June 2020,Closed,1206 T STREET NW,20009,1
-77.0254424301429,38.9645150194796,June 2020,Closed,815 QUINTANA PLACE NW,20011,4
-76.982852113189,38.9044004327468,June 2020,Closed,1364 LEVIS STREET NE,20002,5
-77.0217374125061,38.9555571437834,June 2020,Closed,629 JEFFERSON STREET NW,20011,4
-77.0220565221472,38.9559015601186,June 2020,Closed,5413 7TH STREET NW,20011,4
-77.0262545195344,38.9134650102369,June 2020,Closed,1724 10TH STREET NW,20001,6
-77.0043815871654,38.916441799994,June 2020,Closed,158 TODD PLACE NE,20002,5
-77.0189671200913,38.8814829432844,June 2020,Closed,501 G STREET SW,20024,6
-76.9925461111226,38.9349918430477,June 2020,Closed,1007 BUNKER HILL ROAD NE,20017,5
-77.0300112470207,38.9269311050316,June 2020,Closed,1301 HARVARD STREET NW,20009,1
-77.0328170325212,38.9162248568745,June 2020,Closed,1420 PALOMA WAY NW,20009,2
-77.0175863247636,38.9569190809299,June 2020,Closed,5511 4TH STREET NW,20011,4
-76.9942076992611,38.9503524210506,June 2020,Closed,5030 SOUTH DAKOTA AVENUE NE,20017,5
-76.9716056215181,38.8975574731672,June 2020,Closed,560 25TH PLACE NE,20002,7
-77.021550085062,38.9365992463786,June 2020,Closed,3650 WARDER STREET NW,20010,1
-77.0291848727609,38.9143700133165,June 2020,Closed,1229 S STREET NW,20009,1
-77.034563013477,38.9537832100547,June 2020,Closed,1416 INGRAHAM STREET NW,20011,4
-77.0348327939121,38.9128045283514,June 2020,Closed,1501 R STREET NW,20009,2
-77.023804176947,38.9279038108103,June 2020,Closed,724 COLUMBIA ROAD NW,20001,1
-77.0820254700116,38.9124895986979,June 2020,Closed,4412 RESERVOIR ROAD NW,20007,3
-77.0399481447705,38.9158001454999,June 2020,Closed,1735 T STREET NW,20009,2
-77.0130238334138,38.9435189670654,June 2020,Closed,115 VARNUM STREET NW,20011,4
-77.0180081308812,38.9423027269179,June 2020,Closed,419 UPSHUR STREET NW,20011,4
-77.0194704735523,38.9361370351291,June 2020,Closed,3652 PARK PLACE NW,20010,1
-77.0225681727576,38.9277647875025,June 2020,Closed,654 HOBART PLACE NW,20001,1
-77.0102319244071,38.9022822974025,June 2020,Closed,22 K STREET NW,20001,6
