LONGITUDE,LATITUDE,DATE,SERVICEORDERSTATUS,STREETADDRESS,ZIPCODE,WARD
-77.00326176,38.92254651,Apr-20,Open,202 CHANNING STREET NE,20002,5
-77.01128425,38.91465571,Apr-20,Closed,68 SEATON PLACE NW,20001,5
-77.01759271,38.9570706,Apr-20,Open,5517 4TH STREET NW,20011,4
-77.00506223,38.9128406,Apr-20,Closed,138 R STREET NE,20002,5
-77.02880015,38.92992334,Apr-20,Open,1221 KENYON STREET NW,20010,1
-77.03140042,38.92500224,Apr-20,Open,1343 FAIRMONT STREET NW,20009,1
-76.98014237,38.90642598,Apr-20,Closed,1239 16TH STREET NE,20002,5
-77.0173234,38.9170883,Apr-20,Closed,1935 4TH STREET NW,20001,1
-77.01451231,38.91336653,Apr-20,Closed,209 FLORIDA AVENUE NW,20001,5
-77.01595539,38.96151353,Apr-20,Open,249 OGLETHORPE STREET NW,20011,4
-77.02256946,38.94894663,Apr-20,Closed,4817 ILLINOIS AVENUE NW,20011,4
-77.02365218,38.90949027,Apr-20,Closed,880 P STREET NW,20001,6
-77.03135517,38.89501014,Apr-20,Closed,1350 PENNSYLVANIA AVENUE NW,20004,2
-76.97642837,38.89553626,Apr-20,Closed,426 20TH STREET NE,20002,7
-77.07343708,38.92235061,Apr-20,Open,3700 CALVERT STREET NW,20007,3
-77.02732096,38.91165265,Apr-20,Closed,1616 11TH STREET NW,20001,2
-77.003017,38.91316443,Apr-20,Closed,209 RANDOLPH PLACE NE,20002,5
-77.02881499,38.92697609,Apr-20,Open,1215 HARVARD STREET NW,20009,1
-77.02741076,38.94489132,Apr-20,Open,1118 ALLISON STREET NW,20011,4
-76.99419529,38.93703718,Apr-20,Closed,921 PERRY PLACE NE,20017,5
-77.0262007,38.95277141,Apr-20,Closed,906 HAMILTON STREET NW,20011,4
-77.02099707,38.93597795,Apr-20,Closed,3635 WARDER STREET NW,20010,1
-76.99460045,38.89630647,Apr-20,Closed,804 E STREET NE,20002,6
-77.00716856,38.89892121,Apr-20,Open,1ST STREET NE AND G STREET NE,20002,6
-76.97950602,38.89497931,Apr-20,Closed,1734 D STREET NE,20002,6
-77.01291127,38.87679067,Apr-20,Open,101 M STREET SW,20024,6
-77.02070345,38.95119436,Apr-20,Closed,617 FARRAGUT STREET NW,20011,4
-76.996932,38.95849996,Apr-20,Closed,637 NICHOLSON STREET NE,20011,4
-76.98524844,38.89137196,Apr-20,Closed,111 14TH STREET NE,20002,6
-77.07440224,38.92407212,Apr-20,Open,2650 WISCONSIN AVENUE NW,20007,3
-77.0027434,38.91353711,Apr-20,Closed,220 RANDOLPH PLACE NE,20002,5
-77.06592276,38.90642988,Apr-20,Closed,1243 33RD STREET NW,20007,2
-77.01654516,38.94983909,Apr-20,Closed,318 EMERSON STREET NW,20011,4
-77.02216112,38.88190704,Apr-20,Open,603 7TH STREET SW,20024,6
-77.01291127,38.87679067,Apr-20,Open,101 M STREET SW,20024,6
-76.98741966,38.91145644,Apr-20,Closed,1816 CORCORAN STREET NE,20002,5
-76.93492346,38.87670515,Apr-20,Closed,1152 45TH PLACE SE,20019,7
-77.02915628,38.9109818,Apr-20,Open,1202 Q STREET NW,20009,2
-77.02810851,38.95388718,Apr-20,Closed,1206 INGRAHAM STREET NW,20011,4
-77.05438516,38.92690375,Apr-20,Open,2619 GARFIELD STREET NW,20008,3
-77.00575064,38.8405908,Apr-20,Open,3509 BROTHERS PLACE SE,20032,8
-77.04938088,38.90299136,Apr-20,Closed,2213 WASHINGTON CIRCLE NW,20037,2
-77.02560518,38.92870265,May-20,Closed,782 IRVING STREET NW,20010,1
-77.01357329,38.95035835,May-20,Open,4911 NEW HAMPSHIRE AVENUE NW,20011,4
-77.01759271,38.9570706,May-20,Open,5517 4TH STREET NW,20011,4
-76.99283037,38.90338497,May-20,Closed,1018 10TH STREET NE,20002,6
-77.0148218,38.91454559,May-20,Closed,214 RHODE ISLAND AVENUE NW,20001,5
-77.00000898,38.96103069,May-20,Open,529 OGLETHORPE STREET NE,20011,4
-76.99783461,38.95021706,May-20,Closed,600 EMERSON STREET NE,20017,5
-77.03124569,38.91349702,May-20,Closed,1339 RIGGS STREET NW,20009,2
-76.97817913,38.90392735,May-20,Closed,1754 L STREET NE,20002,5
-77.07497128,38.96327611,May-20,Closed,5500 CONNECTICUT AVENUE NW,20015,3
-76.99405681,38.88795542,May-20,Closed,817 NORTH CAROLINA AVENUE SE,20003,6
-77.06104485,38.92985762,May-20,Closed,3024 CORTLAND PLACE NW,20008,3
-77.02074395,38.92939446,May-20,Closed,533 IRVING STREET NW,20010,1
-77.01283193,38.91427909,May-20,Closed,121 S STREET NW,20001,5
-77.01549474,38.91512257,May-20,Closed,1853 3RD STREET NW,20001,1
-76.98861971,38.89772711,May-20,Closed,1243 MARYLAND AVENUE NE,20002,6
-77.02820046,38.92268539,May-20,Open,1201 CLIFTON STREET NW,20009,1
-77.00982028,38.91428451,May-20,Closed,17 S STREET NW,20001,5
-77.03235346,38.91514209,May-20,Closed,1830 14TH STREET NW,20009,2
-77.03012939,38.93140487,May-20,Closed,1309 PARK ROAD NW,20010,1
-77.01793289,38.9444732,May-20,Closed,4403 NEW HAMPSHIRE AVENUE NW,20011,4
-77.03993344,38.91795602,May-20,Closed,1746 V STREET NW,20009,1
-77.02763167,38.93271935,May-20,Closed,1000 MONROE STREET NW,20010,1
-77.0738023,38.91812367,May-20,Closed,2039 HUIDEKOPER PLACE NW,20007,3
-77.02428261,38.9568396,May-20,Closed,5514 8TH STREET NW,20011,4
-77.0396038,38.91615078,May-20,Open,1728 WILLARD STREET NW,20009,2
-77.03019083,38.91390286,May-20,Closed,1310 S STREET NW,20009,2
-77.04727581,38.90743596,May-20,Closed,2107 N STREET NW,20037,2
-77.00256814,38.91353712,May-20,Closed,226 RANDOLPH PLACE NE,20002,5
-77.03220144,38.95537628,May-20,Closed,1351 JEFFERSON STREET NW,20011,4
-77.06104485,38.92985762,May-20,Closed,3024 CORTLAND PLACE NW,20008,3
-77.06223255,38.90492102,May-20,Closed,3132 M STREET NW,20007,2
-76.98948447,38.8996857,May-20,Closed,1212 LINDEN PLACE NE,20002,6
-76.95458038,38.89511975,May-20,Open,413 36TH STREET NE,20019,7
-76.98060439,38.89652741,May-20,Closed,500 17TH STREET NE,20002,6
-76.98306155,38.92402188,May-20,Closed,1444 CHANNING STREET NE,20018,5
-77.03004162,38.92784959,May-20,Closed,1301 COLUMBIA ROAD NW,20009,1
-77.02456184,38.92714137,May-20,Closed,743 HARVARD STREET NW,20001,1
-77.01692249,38.91038462,May-20,Closed,1528 NEW JERSEY AVENUE NW,20001,6
-77.02744388,38.93803907,May-20,Closed,3812 10TH STREET NW,20011,4
-76.985964,38.88503042,May-20,Closed,310 KENTUCKY AVENUE SE,20003,6
-77.01641838,38.94984208,May-20,Closed,314 EMERSON STREET NW,20011,4
-77.01676627,38.95750474,May-20,Closed,308 LONGFELLOW STREET NW,20011,4
-77.02630971,38.92742808,May-20,Closed,2920 SHERMAN AVENUE NW,20001,1
-76.98750078,38.89592587,May-20,Closed,1321 E STREET NE,20002,6
-77.00031618,38.84363291,May-20,Open,3110 ESTHER PLACE SE,20032,8
-77.04263726,38.91353855,May-20,Closed,1823 RIGGS PLACE NW,20009,2
-77.03993794,38.92989827,May-20,Closed,1717 KENYON STREET NW,20010,1
-77.03239767,38.96879915,May-20,Closed,1368 UNDERWOOD STREET NW,20012,4
-77.04247865,38.92038621,May-20,Closed,1810 BELMONT ROAD NW,20009,1
-77.02282822,38.93961012,May-20,Closed,724 SHEPHERD STREET NW,20011,4
-77.02729259,38.91644536,May-20,Closed,1926 11TH STREET NW,20001,1
-77.01550546,38.94903894,May-20,Closed,4813 3RD STREET NW,20011,4
-76.98995628,38.89909281,May-20,Closed,1200 G STREET NE,20002,6
-77.03003452,38.93042452,May-20,Closed,3224 13TH STREET NW,20010,1
-76.98251104,38.87824304,May-20,Open,1527 K STREET SE,20003,6
-77.0094837,38.91428508,May-20,Open,7 S STREET NW,20001,5
-77.01817896,38.94501383,May-20,Closed,4426 NEW HAMPSHIRE AVENUE NW,20011,4
-76.98619524,38.90809304,May-20,Open,1643 MONTELLO AVENUE NE,20002,5
-77.01634274,38.90875635,May-20,Closed,401 O STREET NW,20001,6
-77.0330434,38.91500795,May-20,Open,1425 SWANN STREET NW,20009,2
-77.0093416,38.9209345,May-20,Closed,2316 NORTH CAPITOL STREET NW,20002,5
-77.00575064,38.8405908,May-20,Open,3509 BROTHERS PLACE SE,20032,8
-77.03484151,38.91577593,May-20,Closed,1503 T STREET NW,20009,2
-77.00184686,38.91576246,May-20,Closed,300 T STREET NE,20002,5
-76.98469091,38.8955597,May-20,Closed,1416 DUNCAN STREET NE,20002,6
-77.01093146,38.95480691,May-20,Closed,5302 NEW HAMPSHIRE AVENUE NW,20011,4
-77.00680181,38.91169087,May-20,Open,59 QUINCY PLACE NE,20002,5
-77.02941852,38.92788217,May-20,Closed,3005 13TH STREET NW,20009,1
-77.07186153,38.91472315,May-20,Closed,3617 S STREET NW,20007,2
-77.02600483,38.9307097,May-20,Closed,832 LAMONT STREET NW,20010,1
-77.02524613,38.9504347,May-20,Closed,4919 9TH STREET NW,20011,4
-76.98408247,38.92149159,May-20,Closed,1409 DOWNING STREET NE,20018,5
-77.0293156,38.90420514,May-20,Closed,1234 MASSACHUSETTS AVENUE NW,20005,2
-76.98198306,38.86654518,May-20,Open,1924 16TH STREET SE,20020,8
-77.03113727,38.93059981,May-20,Closed,1340 PARK ROAD NW,20010,1
-77.00530708,38.88275707,May-20,Closed,112 DUDDINGTON PLACE SE,20003,6
-77.00404926,38.91831293,May-20,Closed,153 RHODE ISLAND AVENUE NE,20002,5
-76.9928781,38.89528195,May-20,Closed,418 10TH STREET NE,20002,6
-76.98680114,38.90796005,May-20,Closed,1626 MONTELLO AVENUE NE,20002,5
-77.06104485,38.92985762,May-20,Closed,3024 CORTLAND PLACE NW,20008,3
-77.0116235,38.90982711,May-20,Closed,79 P STREET NW,20001,5
-76.98481172,38.92102064,May-20,Closed,1369 DOWNING STREET NE,20018,5
-77.01048652,38.92216152,May-20,Closed,36 CHANNING STREET NW,20001,5
-76.97781633,38.89462407,May-20,Closed,1827 D STREET NE,20002,6
-77.00785316,38.96442546,May-20,Closed,6114 1ST PLACE NE,20011,4
-77.02525389,38.92871164,May-20,Closed,766 IRVING STREET NW,20010,1
-77.02872196,38.93995185,May-20,Closed,1229 SHEPHERD STREET NW,20011,4
-77.02828715,38.92698378,May-20,Closed,1137 HARVARD STREET NW,20009,1
-77.02382184,38.956598,May-20,Closed,5505 8TH STREET NW,20011,4
-77.02382184,38.956598,May-20,Closed,5505 8TH STREET NW,20011,4
-77.04296258,38.90915886,May-20,Open,DUPONT CIRCLE NW AND CONNECTICUT AVENUE NW,20036,2
-77.0237841,38.92580938,May-20,Open,726 GIRARD STREET NW,20001,1
-76.99570165,38.88146909,May-20,Closed,708 G STREET SE,20003,6
-77.00458033,38.91573869,May-20,Closed,152 T STREET NE,20002,5
-77.01437666,38.91023389,May-20,Closed,222 BATES STREET NW,20001,5
-76.98799658,38.91995442,May-20,Closed,2242 13TH STREET NE,20018,5
-76.98795219,38.91992712,May-20,Closed,2240 13TH STREET NE,20018,5
-76.99923314,38.88720021,May-20,Closed,210 5TH STREET SE,20003,6
-76.98630734,38.90793252,May-20,Closed,1635 MONTELLO AVENUE NE,20002,5
-77.01270583,38.91388282,May-20,Open,112 S STREET NW,20001,5
-77.00634417,38.91680835,May-20,Closed,1937 1ST STREET NE,20002,5
-77.04075626,38.93079872,May-20,Closed,1753 KILBOURNE PLACE NW,20010,1
-77.01695016,38.91475015,May-20,Closed,1811 4TH STREET NW,20001,1
-77.00035541,38.90326655,May-20,Closed,1015 4TH STREET NE,20002,6
-77.04247865,38.92038621,May-20,Closed,1810 BELMONT ROAD NW,20009,1
-77.02359181,38.95179178,May-20,Closed,5031 8TH STREET NW,20011,4
-77.02064383,38.9369429,May-20,Closed,630 ROCK CREEK CHURCH ROAD NW,20010,1
-77.02420573,38.92480162,May-20,Open,748 FAIRMONT STREET NW,20001,1
-77.07150984,38.918513,May-20,Open,3530 W PLACE NW,20007,3
-77.04639133,38.90876234,May-20,Open,2031 O STREET NW,20036,2
-77.00372578,38.92219346,May-20,Closed,2436 2ND STREET NE,20002,5
-77.03737233,38.91499286,May-20,Closed,1617 SWANN STREET NW,20009,2
-76.99813783,38.92633067,May-20,Closed,605 GIRARD STREET NE,20017,5
-77.01834683,38.92986473,May-20,Closed,3106 PARK PLACE NW,20010,1
-77.02939371,38.95918427,May-20,Open,5723 13TH STREET NW,20011,4
-76.97258051,38.89759446,May-20,Closed,560 24TH STREET NE,20002,7
-77.06881623,38.90736157,May-20,Closed,1321 35TH STREET NW,20007,2
-77.03267382,38.91496535,May-20,Closed,1413 SWANN STREET NW,20009,2
-77.06928952,38.90724553,May-20,Closed,1318 35TH STREET NW,20007,2
-77.0432091,38.9215999,May-20,Closed,1840 COLUMBIA ROAD NW,20009,1
-77.00046819,38.96103718,May-20,Closed,511 OGLETHORPE STREET NE,20011,4
-76.99134655,38.89632475,May-20,Closed,1100 E STREET NE,20002,6
-76.97719168,38.93134455,May-20,Closed,1924 KEARNY STREET NE,20018,5
-77.02061922,38.93517133,May-20,Closed,635 OTIS PLACE NW,20010,1
-76.98099723,38.88882324,May-20,Closed,37 17TH STREET SE,20003,6
-77.0116235,38.90982711,May-20,Closed,79 P STREET NW,20001,5
-77.00038046,38.84578935,May-20,Closed,514 OAKWOOD STREET SE,20032,8
-77.00598036,38.96752198,May-20,Closed,114 TUCKERMAN STREET NE,20011,4
-77.01244206,38.91943054,May-20,Closed,2204 1ST STREET NW,20001,5
-77.03179233,38.95537585,May-20,Closed,1345 JEFFERSON STREET NW,20011,4
-77.00085806,38.88445995,May-20,Closed,328 D STREET SE,20003,6
-77.02449047,38.95001543,May-20,Open,817 EMERSON STREET NW,20011,4
-77.03475904,38.93655084,May-20,Closed,1504 SPRING PLACE NW,20010,1
-76.97546135,38.90116142,May-20,Closed,834 20TH STREET NE,20002,5
-76.98476569,38.89680359,May-20,Closed,526 TENNESSEE AVENUE NE,20002,6
-76.98200323,38.86329972,May-20,Open,1621 W STREET SE,20020,8
-77.06763783,38.90652403,May-20,Closed,1245 34TH STREET NW,20007,2
-76.98342339,38.88645693,May-20,Closed,242 15TH STREET SE,20003,6
-77.01312,38.95021634,May-20,Closed,4912 1ST STREET NW,20011,4
-77.03732771,38.93439175,May-20,Closed,3419 BROWN STREET NW,20010,1
-77.03396725,38.91432017,May-20,Closed,1451 S STREET NW,20009,2
-76.99049451,38.88620809,May-20,Closed,255 12TH STREET SE,20003,6
-77.06407631,38.9112565,May-20,Closed,1628 32ND STREET NW,20007,2
-76.98099723,38.88882324,May-20,Closed,37 17TH STREET SE,20003,6
-77.03830017,38.93383499,May-20,Closed,1646 NEWTON STREET NW,20010,1
-76.99322788,38.92155301,May-20,Closed,2401 WASHINGTON PLACE NE,20018,5
-77.0078292,38.91645504,May-20,Closed,32 TODD PLACE NE,20002,5
-77.02061922,38.93517133,May-20,Closed,635 OTIS PLACE NW,20010,1
-77.01308551,38.9502567,May-20,Closed,4914 1ST STREET NW,20011,4
-77.00119637,38.88618649,May-20,Closed,320 C STREET SE,20003,6
-77.02553719,38.91982622,May-20,Closed,972 FLORIDA AVENUE NW,20001,1
-77.01708078,38.95459241,May-20,Closed,319 INGRAHAM STREET NW,20011,4
-77.0244889,38.94275764,May-20,Closed,832 VARNUM STREET NW,20011,4
-77.02184028,38.93395138,May-20,Closed,529 NEWTON PLACE NW,20010,1
-77.04747695,38.90805268,May-20,Closed,2123 NEWPORT PLACE NW,20037,2
-77.07370582,38.91793744,May-20,Closed,2031 HUIDEKOPER PLACE NW,20007,3
-77.0115773,38.9142821,May-20,Closed,77 S STREET NW,20001,5
-77.03154682,38.91393601,May-20,Closed,1348 S STREET NW,20009,2
-76.99075513,38.92612601,May-20,Closed,2814 12TH STREET NE,20017,5
-77.02422044,38.9158214,May-20,Closed,1904 9TH STREET NW,20001,1
-77.02082334,38.94613628,May-20,Closed,526 BUCHANAN STREET NW,20011,4
-77.07691339,38.96077848,May-20,Closed,3820 MILITARY ROAD NW,20015,3
-77.03211758,38.95951902,May-20,Closed,1351 MONTAGUE STREET NW,20011,4
-77.00640098,38.9677341,May-20,Closed,6409 KANSAS AVENUE NE,20012,4
-76.99449845,38.89752827,May-20,Closed,806 F STREET NE,20002,6
-77.04371042,38.93126474,May-20,Open,3153 19TH STREET NW,20010,1
-76.97452693,38.90290866,May-20,Closed,900 21ST STREET NE,20002,5
-77.02600518,38.94526882,May-20,Closed,915 ALLISON STREET NW,20011,4
-77.01236943,38.91286185,May-20,Closed,1704 1ST STREET NW,20001,5
-77.02730466,38.91486241,May-20,Closed,1814 11TH STREET NW,20001,1
-77.03113591,38.9652525,May-20,Closed,1334 RITTENHOUSE STREET NW,20011,4
-77.00283691,38.90195535,May-20,Closed,222 PARKER STREET NE,20002,6
-77.01441882,38.94138276,May-20,Closed,231 ROCK CREEK CHURCH ROAD NW,20011,4
-77.02061808,38.95517909,May-20,Closed,516 JEFFERSON STREET NW,20011,4
-77.02799246,38.93070228,May-20,Closed,LAMONT STREET NW AND 11TH STREET NW,20010,1
-76.97972095,38.86922815,May-20,Open,1724 MINNESOTA AVENUE SE,20020,8
-77.03306064,38.91936834,May-20,Closed,1425 W STREET NW,20009,1
-77.03378838,38.9193611,May-20,Closed,1447 W STREET NW,20009,1
-77.03031505,38.92402278,May-20,Closed,1315 EUCLID STREET NW,20009,1
-77.06112238,38.93392798,May-20,Closed,3310 ROSS PLACE NW,20008,3
-76.99639332,38.90347495,May-20,Closed,1024 7TH STREET NE,20002,6
-77.03002467,38.92702704,May-20,Closed,2906 13TH STREET NW,20009,1
-76.98713738,38.93394596,May-20,Closed,1350 NEWTON STREET NE,20017,5
-77.04766831,38.91922393,May-20,Open,2317 ASHMEAD PLACE NW,20009,1
-77.02345327,38.92694477,May-20,Closed,718 HARVARD STREET NW,20001,1
-76.99521366,38.88854345,May-20,Closed,101 8TH STREET SE,20003,6
-76.92827515,38.90501152,May-20,Closed,1105 50TH STREET NE,20019,7
-77.00530708,38.88275707,May-20,Closed,112 DUDDINGTON PLACE SE,20003,6
-76.98790574,38.89800261,May-20,Closed,1307 MARYLAND AVENUE NE,20002,6
-77.04149029,38.91445556,May-20,Closed,1807 18TH STREET NW,20009,2
-77.01698483,38.95527678,May-20,Closed,316 JEFFERSON STREET NW,20011,4
-77.02783377,38.94992613,May-20,Closed,1205 EMERSON STREET NW,20011,4
-77.02690903,38.97042158,May-20,Closed,6617 GEORGIA AVENUE NW,20012,4
-77.02016698,38.9323337,May-20,Closed,456 PARK ROAD NW,20010,1
-77.04613932,38.93268567,May-20,Closed,2016 KLINGLE ROAD NW,20010,1
-77.03405502,38.91533394,May-20,Closed,1458 T STREET NW,20009,2
-77.02113695,38.95766735,May-20,Closed,605 LONGFELLOW STREET NW,20011,4
-77.00446525,38.91739686,May-20,Closed,157 UHLAND TERRACE NE,20002,5
-77.03775247,38.91321413,May-20,Open,1624 RIGGS PLACE NW,20009,2
-77.0237841,38.92580938,May-20,Open,726 GIRARD STREET NW,20001,1
-77.00515241,38.88275689,May-20,Closed,118 DUDDINGTON PLACE SE,20003,6
-77.0466411,38.90725275,May-20,Closed,21ST STREET NW AND N STREET NW,20036,2
-77.01485276,38.94413942,May-20,Closed,210 WEBSTER STREET NW,20011,4
-77.0590023,38.90568309,May-20,Closed,1213 30TH STREET NW,20007,2
-77.04904801,38.90293745,May-20,Closed,1004 22ND STREET NW,20037,2
-77.06345271,38.90911519,May-20,Closed,3202 P STREET NW,20007,2
-77.0530897,38.90195755,May-20,Closed,947 25TH STREET NW,20037,2
-77.00981962,38.91537488,May-20,Open,18 T STREET NW,20001,5
-77.03320762,38.91431696,May-20,Closed,1429 S STREET NW,20009,2
-76.99049664,38.87888148,May-20,Closed,917 12TH STREET SE,20003,6
-76.93291516,38.90483393,May-20,Closed,1100 48TH PLACE NE,20019,7
-77.02009072,38.93594199,May-20,Closed,619 PRINCETON PLACE NW,20010,1
-77.0024257,38.91238648,May-20,Closed,235 R STREET NE,20002,5
-77.06496315,38.90665076,May-20,Closed,3252 N STREET NW,20007,2
-76.98117324,38.89752076,May-20,Open,1634 ROSEDALE STREET NE,20002,6
-77.00226372,38.90201599,May-20,Closed,920 3RD STREET NE,20002,6
-77.03159947,38.92839616,May-20,Closed,1356 IRVING STREET NW,20010,1
-77.02988204,38.90783473,May-20,Closed,1316 13TH STREET NW,20005,2
-77.03019083,38.91390286,May-20,Closed,1310 S STREET NW,20009,2
-76.99670397,38.89713847,May-20,Closed,655 F STREET NE,20002,6
-76.98807533,38.92001785,May-20,Closed,2246 13TH STREET NE,20018,5
-77.00083895,38.91519026,May-20,Closed,1876 4TH STREET NE,20002,5
-76.99693638,38.88890402,May-20,Closed,632 A STREET SE,20003,6
-77.01578903,38.94496923,May-20,Closed,4416 3RD STREET NW,20011,4
-76.99523368,38.9029908,May-20,Closed,1010 8TH STREET NE,20002,6
-77.00180822,38.9018379,May-20,Closed,911 3RD STREET NE,20002,6
-77.00849977,38.91204902,May-20,Closed,4 QUINCY PLACE NE,20002,5
-77.02490875,38.92518343,May-20,Closed,767 FAIRMONT STREET NW,20001,1
-76.99592227,38.88312718,May-20,Closed,422 7TH STREET SE,20003,6
-77.07682544,38.92306739,May-20,Closed,2515 39TH STREET NW,20007,3
-77.02458917,38.91574232,May-20,Closed,913 T STREET NW,20001,1
-77.06654787,38.90580191,May-20,Closed,3312 PROSPECT STREET NW,20007,2
-76.99515958,38.89906207,May-20,Closed,726 G STREET NE,20002,6
-77.02754279,38.91132911,May-20,Closed,1109 Q STREET NW,20009,2
-77.02443198,38.94158468,May-20,Closed,826 UPSHUR STREET NW,20011,4
-77.02182108,38.93604789,May-20,Closed,722 QUEBEC PLACE NW,20010,1
-76.92383886,38.89382312,May-20,Closed,5357 CLAY TERRACE NE,20019,7
-76.97928639,38.90421122,May-20,Closed,1643 LANG PLACE NE,20002,5
-77.00842406,38.9221861,May-20,Closed,11 CHANNING STREET NE,20002,5
-76.97978372,38.89048121,May-20,Closed,1730 EAST CAPITOL STREET NE,20003,6
-77.0154356,38.90935112,May-20,Closed,1430 3RD STREET NW,20001,5
-76.94204034,38.88243292,May-20,Closed,527 HILLTOP TERRACE SE,20019,7
-77.00133039,38.91534925,May-20,Closed,311 T STREET NE,20002,5
-77.06843026,38.90607468,May-20,Closed,3415 PROSPECT STREET NW,20007,2
-76.98695997,38.89496732,May-20,Closed,1334 D STREET NE,20002,6
-77.04561967,38.93258544,May-20,Closed,3234 WALBRIDGE PLACE NW,20010,1
-76.98877618,38.9223554,May-20,Closed,1220 BRENTWOOD ROAD NE,20018,5
-77.01041536,38.92215873,May-20,Closed,34 CHANNING STREET NW,20001,5
-77.03293221,38.96812275,May-20,Closed,1388 TEWKESBURY PLACE NW,20012,4
-76.97746379,38.88779232,May-20,Closed,1844 INDEPENDENCE AVENUE SE,20003,6
-77.0281324,38.9278888,May-20,Closed,1117 COLUMBIA ROAD NW,20009,1
-77.00269402,38.89753801,May-20,Closed,220 F STREET NE,20002,6
-77.01881298,38.95297804,May-20,Closed,422 HAMILTON STREET NW,20011,4
-77.02497999,38.92410881,May-20,Closed,915 EUCLID STREET NW,20001,1
-77.02597215,38.95559511,May-20,Closed,5406 9TH STREET NW,20011,4
-77.0268881,38.98161647,May-20,Closed,7530 GEORGIA AVENUE NW,20012,4
-77.06806428,38.91037575,May-20,Closed,1558 34TH STREET NW,20007,2
-77.01414938,38.95248361,May-20,Closed,213 GALLATIN STREET NW,20011,4
-77.02732096,38.91165265,May-20,Closed,1616 11TH STREET NW,20001,2
-77.04607348,38.93271291,May-20,Closed,2014 KLINGLE ROAD NW,20010,1
-77.02623188,38.9080238,May-20,Closed,1324 10TH STREET NW,20001,2
-77.01654367,38.94193982,May-20,Closed,320 UPSHUR STREET NW,20011,4
-77.03497313,38.90812348,May-20,Closed,1501 RHODE ISLAND AVENUE NW,20005,2
-77.03399505,38.93612218,May-20,Closed,1437 PARKWOOD PLACE NW,20010,1
-77.01241689,38.91395474,May-20,Closed,100 S STREET NW,20001,5
-76.97231935,38.87308322,May-20,Closed,2330 NICHOLSON STREET SE,20020,7
-77.01444671,38.95206054,May-20,Closed,224 GALLATIN STREET NW,20011,4
-76.99130873,38.88035361,May-20,Closed,726 11TH STREET SE,20003,6
-77.07509451,38.92275664,May-20,Closed,3803 CALVERT STREET NW,20007,3
-76.99944612,38.84570882,May-20,Closed,533 NEWCOMB STREET SE,20032,8
-76.98814645,38.90213972,May-20,Closed,1300 FLORIDA AVENUE NE,20002,5
-76.99581286,38.96024636,May-20,Open,5846 EASTERN AVENUE NE,20011,4
-76.98550613,38.90467978,May-20,Closed,1408 TRINIDAD AVENUE NE,20002,5
-77.02001518,38.91666997,May-20,Closed,533 U STREET NW,20001,1
-76.98598016,38.90838182,May-20,Closed,1659 MONTELLO AVENUE NE,20002,5
-77.00303683,38.96443388,May-20,Closed,6119 NEW HAMPSHIRE AVENUE NE,20011,4
-77.01402717,38.94176332,May-20,Closed,213 ROCK CREEK CHURCH ROAD NW,20011,4
-77.0246107,38.93371472,May-20,Closed,717 NEWTON PLACE NW,20010,1
-77.02302562,38.9308259,May-20,Closed,649 KEEFER PLACE NW,20010,1
-76.99983945,38.82268166,May-20,Open,4635 6TH STREET SE,20032,8
-76.98413057,38.86806161,May-20,Closed,1423 S STREET SE,20020,8
-77.02878599,38.93997229,May-20,Closed,1231 SHEPHERD STREET NW,20011,4
-77.00119637,38.88618649,May-20,Closed,320 C STREET SE,20003,6
-76.99422909,38.90276716,May-20,Closed,814 K STREET NE,20002,6
-77.02753145,38.93093897,May-20,Closed,1027 LAMONT STREET NW,20010,1
-77.03026951,38.91130042,May-20,Closed,1313 Q STREET NW,20009,2
-77.02005082,38.93966954,May-20,Closed,526 SHEPHERD STREET NW,20011,4
-77.00171647,38.9599242,May-20,Open,5732 5TH STREET NE,20011,4
-77.02461155,38.90944017,May-20,Open,914 P STREET NW,20001,2
-77.07318798,38.91840854,May-20,Closed,2110 37TH STREET NW,20007,3
-77.07428536,38.92678064,May-20,Closed,2813 38TH STREET NW,20007,3
-76.97386457,38.9363604,May-20,Closed,2204 PERRY STREET NE,20018,5
-77.03313294,38.91937084,May-20,Closed,1427 W STREET NW,20009,1
-77.06064987,38.93477519,May-20,Closed,3023 NEWARK STREET NW,20008,3
-76.98016786,38.90638716,May-20,Closed,1237 16TH STREET NE,20002,5
-76.98409919,38.86871526,May-20,Closed,1425 RIDGE PLACE SE,20020,8
-76.99570149,38.89375823,May-20,Closed,708 C STREET NE,20002,6
-76.98208193,38.90459445,May-20,Closed,1526 LEVIS STREET NE,20002,5
-76.98149317,38.90407674,May-20,Closed,1609 LEVIS STREET NE,20002,5
-77.05226791,38.90175613,May-20,Closed,9 SNOWS COURT NW,20037,2
-76.9944657,38.9587094,May-20,Closed,5901 8TH STREET NE,20011,4
-77.02597308,38.95594318,May-20,Closed,5416 9TH STREET NW,20011,4
-77.0255986,38.92803684,May-20,Closed,781 COLUMBIA ROAD NW,20001,1
-77.04170278,38.90021895,May-20,Closed,18TH STREET NW AND H STREET NW,20006,2
-76.97704092,38.89595473,May-20,Closed,447 19TH STREET NE,20002,7
-77.03239767,38.96879915,May-20,Closed,1368 UNDERWOOD STREET NW,20012,4
-76.97597869,38.89996909,May-20,Closed,787 19TH STREET NE,20002,5
-77.00274855,38.89754441,May-20,Closed,218 F STREET NE,20002,6
-77.02870647,38.93469488,May-20,Closed,3600 11TH STREET NW,20010,1
