X,Y,OBJECTID,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,SERVICEREQUESTID,PRIORITY,STREETADDRESS,XCOORD,YCOORD,LATITUDE,LONGITUDE,CITY,STATE,ZIPCODE,MARADDRESSREPOSITORYID,WARD
-76.9389126431135,38.9013467521736,460,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/20 19:51:19+00,2020/06/22 15:03:52+00,2020/07/10 19:51:19+00,2020/06/20 19:51:19+00,1,2020/06/22 15:03:00+00,,Closed,,20-00214971,Standard,4401 JAY STREET NE,405299.05,137055.71,38.9013393,-76.93891038,WASHINGTON,DC,20019,22336,7
-77.0167778048376,38.9138815894255,461,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/30 14:17:39+00,2020/07/01 09:45:52+00,2020/07/21 14:17:39+00,2020/06/30 14:17:39+00,1,2020/07/01 09:45:51+00,,Closed,,20-00226066,Standard,402 RHODE ISLAND AVENUE NW,398545.11,138445.54,38.91387413,-77.01677552,WASHINGTON,DC,20001,237205,5
-77.0146810856396,38.943447875424,462,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/05 12:08:21+00,2020/07/07 19:36:58+00,2020/07/23 12:08:21+00,2020/07/05 12:08:21+00,1,2020/07/07 11:30:00+00,,Closed,,20-00231481,Standard,213 VARNUM STREET NW,398727.48,141727.62,38.94344041,-77.01467879,WASHINGTON,DC,20011,244414,4
-77.0174291675612,38.9054232889368,463,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/25 20:27:29+00,2020/06/30 07:59:06+00,2020/07/16 20:27:29+00,2020/06/25 20:27:29+00,1,2020/07/01 09:21:33+00,,Closed,,20-00221164,Standard,428 M STREET NW,398488.44,137506.61,38.9054155,-77.01742688,WASHINGTON,DC,20001,237550,6
-76.9778426622676,38.9063390883316,464,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/01 14:19:38+00,2020/07/07 11:52:51+00,2020/07/22 14:19:38+00,2020/07/01 14:19:38+00,1,2020/07/07 11:52:51+00,,Closed,,20-00227816,Standard,1223 18TH STREET NE,401922.04,137608.36,38.90633163,-76.97784039,WASHINGTON,DC,20002,71025,5
-76.9815932885147,38.8962931677232,465,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/29 10:23:09+00,2020/07/01 08:46:17+00,2020/07/20 10:23:09+00,2020/06/29 10:23:09+00,1,2020/07/01 08:46:16+00,,Closed,,20-00224132,Standard,1612 E STREET NE,401596.95,136493.11,38.89628571,-76.98159101,WASHINGTON,DC,20002,59964,6
-77.0060510484247,38.8257041167227,466,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/29 10:24:12+00,2020/07/02 08:23:21+00,2020/07/20 10:24:12+00,2020/06/29 10:24:12+00,1,2020/07/02 08:23:00+00,,Closed,,20-00224135,Standard,17 ELMIRA STREET SE,399474.76,128657.07,38.82569668,-77.00604877,WASHINGTON,DC,20032,147427,8
-77.0740339828232,38.9161470967647,467,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/29 14:50:57+00,2020/06/30 15:09:50+00,2020/07/20 14:50:57+00,2020/06/29 14:50:57+00,1,2020/06/30 09:55:00+00,,Closed,,20-00224631,Standard,1925 38TH STREET NW,393579.66,138699.5,38.91613964,-77.07403168,WASHINGTON,DC,20007,270702,2
-77.0023025343775,38.883088674819,468,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/29 14:52:12+00,2020/07/06 19:11:38+00,2020/07/20 14:52:12+00,2020/06/29 14:52:12+00,1,2020/07/06 19:10:00+00,,Closed,,20-00224635,Standard,501 3RD STREET SE,399800.42,135027.15,38.88308122,-77.00230025,WASHINGTON,DC,20003,15222,6
-76.9799239794097,38.8962855960196,469,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/29 14:52:29+00,2020/07/01 08:41:28+00,2020/07/20 14:52:29+00,2020/06/29 14:52:29+00,1,2020/07/01 08:41:27+00,,Closed,,20-00224637,Standard,1720 E STREET NE,401741.76,136492.3,38.89627814,-76.9799217,WASHINGTON,DC,20002,57152,6
-77.028989765345,38.920299526416,470,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/30 16:11:01+00,2020/07/01 13:30:00+00,2020/07/21 16:11:01+00,2020/06/30 16:11:01+00,1,2020/07/01 13:28:00+00,,Closed,,20-00226399,Standard,2250 12TH PLACE NW,397486.23,139158.25,38.92029207,-77.02898747,WASHINGTON,DC,20009,240753,1
-76.9873330179165,38.8644652872088,471,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/29 19:59:44+00,2020/07/02 08:20:42+00,2020/07/20 19:59:43+00,2020/06/29 19:59:44+00,1,2020/07/02 00:40:00+00,,Closed,,20-00225029,Standard,1300 - 1325 BLOCK OF W STREET SE,401099.528094968,132959.888316136,38.8644575057441,-76.9873307404901,WASHINGTON,DC,20020,811072,8
-77.0087529390879,38.9136693290001,224,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/29 13:04:38+00,2020/07/01 12:15:23+00,2020/07/20 13:04:38+00,2020/06/29 13:04:38+00,1,2020/07/01 12:15:23+00,,Closed,,20-00224409,Standard,1735 NORTH CAPITOL STREET NE,399241.08,138421.88,38.91366187,-77.00875065,WASHINGTON,DC,20002,56720,5
-77.0126728410224,38.9131642323354,225,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/19 11:56:36+00,2020/06/24 12:15:45+00,2020/07/10 11:56:36+00,2020/06/19 11:56:36+00,1,2020/06/24 12:15:44+00,,Closed,,20-00213678,Standard,120 RANDOLPH PLACE NW,398901.11,138365.85,38.91315678,-77.01267055,WASHINGTON,DC,20001,226909,5
-77.0256639947635,38.927732079025,226,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/03 13:43:20+00,2020/07/07 09:34:59+00,2020/07/23 13:43:20+00,2020/07/03 13:43:20+00,1,2020/07/07 09:33:00+00,,Closed,,20-00230490,Standard,788 COLUMBIA ROAD NW,397774.87,139983.24,38.92772462,-77.0256617,WASHINGTON,DC,20001,232696,1
-77.0063796352349,38.9458773472496,227,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/03 17:04:11+00,2020/07/08 06:49:31+00,2020/07/23 17:04:11+00,2020/07/03 17:04:11+00,1,2020/07/08 06:49:00+00,,Closed,,20-00230723,Standard,50 HAWAII AVENUE NE,399447.16,141997.23,38.94586988,-77.00637735,WASHINGTON,DC,20011,288391,5
-77.0102319244071,38.9022822974025,228,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/24 11:52:17+00,2020/06/24 13:37:21+00,2020/07/15 11:52:17+00,2020/06/24 11:52:17+00,1,2020/06/24 13:37:21+00,,Closed,,20-00218801,Standard,22 K STREET NW,399112.67,137157.84,38.90227484,-77.01022964,WASHINGTON,DC,20001,237149,6
-77.0283944760639,38.9274530004594,229,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/30 17:05:32+00,2020/07/01 08:56:06+00,2020/07/21 17:05:32+00,2020/06/30 17:05:32+00,1,2020/07/01 08:56:06+00,,Closed,,20-00226541,Standard,1132 COLUMBIA ROAD NW,397538.1,139952.33,38.92744554,-77.02839218,WASHINGTON,DC,20009,231511,1
-76.981364435106,38.8889077074656,230,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/20 07:42:51+00,2020/06/24 11:15:03+00,2020/07/10 07:42:51+00,2020/06/20 07:42:51+00,1,2020/06/24 11:15:27+00,,Closed,,20-00214449,Standard,1614 A STREET SE,401616.97,135673.27,38.88890026,-76.98136216,WASHINGTON,DC,20003,59829,6
-77.0833267546096,38.9108969934441,231,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/22 13:51:10+00,2020/06/23 11:30:10+00,2020/07/13 13:51:10+00,2020/06/22 13:51:10+00,1,2020/06/23 11:30:10+00,,Closed,,20-00216134,Standard,4445 Q STREET NW,392773.22,138117.39,38.91088954,-77.08332444,WASHINGTON,DC,20007,271081,3
-77.0299491555088,38.9084247644706,232,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/22 12:52:03+00,2020/06/23 14:34:51+00,2020/07/13 12:52:02+00,2020/06/22 12:52:03+00,1,2020/06/24 00:50:00+00,,Closed,,20-00216031,Standard,1306 O STREET NW,397402.6,137840.08,38.90841698,-77.02994686,WASHINGTON,DC,20005,279031,2
-77.0040492589686,38.9183129325972,233,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/22 12:54:31+00,2020/06/25 09:01:50+00,2020/07/13 12:54:31+00,2020/06/22 12:54:31+00,1,2020/06/25 09:01:50+00,,Closed,,20-00216037,Standard,153 RHODE ISLAND AVENUE NE,399649.04,138937.33,38.91830548,-77.00404697,WASHINGTON,DC,20002,61222,5
-76.9880995550645,38.8992021817482,234,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/29 15:11:28+00,2020/07/06 08:29:54+00,2020/07/20 15:11:28+00,2020/06/29 15:11:28+00,1,2020/07/03 00:40:00+00,,Closed,,20-00224678,Standard,703 13TH STREET NE,401032.5,136815.94,38.89919473,-76.98809728,WASHINGTON,DC,20002,100,6
-77.0197976692145,38.9339703033014,235,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/29 15:12:09+00,2020/06/30 07:53:33+00,2020/07/20 15:12:09+00,2020/06/29 15:12:09+00,1,2020/06/30 07:53:32+00,,Closed,,20-00224680,Standard,430 NEWTON PLACE NW,398283.69,140675.61,38.93396284,-77.01979538,WASHINGTON,DC,20010,228699,1
-76.9960012169967,38.8810504812093,236,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/29 15:16:39+00,2020/07/06 19:16:28+00,2020/07/20 15:16:39+00,2020/06/29 15:16:39+00,1,2020/07/06 19:14:00+00,,Closed,,20-00224693,Standard,700 7TH STREET SE,400347.16,134800.9,38.88104303,-76.99599894,WASHINGTON,DC,20003,260,6
-76.9968906098946,38.9498981457052,237,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/29 15:18:56+00,2020/06/30 12:03:34+00,2020/07/20 15:18:56+00,2020/06/29 15:18:56+00,1,2020/06/30 12:03:34+00,,Closed,,20-00224700,Standard,657 EMERSON STREET NE,400269.73,142443.56,38.94989068,-76.99688832,WASHINGTON,DC,20017,1200,5
-77.0177540762308,38.9119852797958,238,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/25 23:03:12+00,2020/06/30 07:59:59+00,2020/07/16 23:03:12+00,2020/06/25 23:03:12+00,1,2020/06/29 09:46:00+00,,Closed,,20-00221232,Standard,409 WARNER STREET NW,398460.4,138235.05,38.91197782,-77.01775179,WASHINGTON,DC,20001,237304,6
-77.0343400571926,38.9311422903754,239,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/30 21:29:33+00,2020/07/01 08:58:24+00,2020/07/21 21:29:33+00,2020/06/30 21:29:33+00,1,2020/07/01 09:12:01+00,,Closed,,20-00226777,Standard,1451 PARK ROAD NW,397022.71,140362.05,38.93113483,-77.03433776,WASHINGTON,DC,20010,277066,1
-77.0313551676286,38.8950101397245,240,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/23 03:13:31+00,2020/06/30 14:00:34+00,2020/07/14 03:13:31+00,2020/06/23 03:13:31+00,1,2020/07/01 00:56:00+00,,Closed,,20-00216723,Standard,1350 PENNSYLVANIA AVENUE NW,397280.14,136350.99,38.89500269,-77.03135287,WASHINGTON,DC,20004,293203,2
-77.0326658038205,38.9203740463726,241,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/03 08:42:03+00,2020/07/06 10:38:58+00,2020/07/23 08:42:03+00,2020/07/03 08:42:03+00,1,2020/07/06 10:36:00+00,,Closed,,20-00230073,Standard,1420 BELMONT STREET NW,397167.45,139166.63,38.92036659,-77.03266351,WASHINGTON,DC,20009,234123,1
-77.0239002480747,38.9248183525063,242,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/30 21:38:13+00,2020/07/01 13:27:03+00,2020/07/21 21:38:13+00,2020/06/30 21:38:13+00,1,2020/07/01 13:26:00+00,,Closed,,20-00226784,Standard,738 FAIRMONT STREET NW,397927.72,139659.75,38.92481089,-77.02389796,WASHINGTON,DC,20001,232373,1
-77.0051408974751,38.9116953661835,243,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/01 00:36:51+00,2020/07/07 10:48:54+00,2020/07/22 00:36:51+00,2020/07/01 00:36:51+00,1,2020/07/07 10:48:53+00,,Closed,,20-00226841,Standard,137 QUINCY PLACE NE,399554.33,138202.73,38.91168791,-77.00513861,WASHINGTON,DC,20002,65558,5
-76.9899562808214,38.8990928144221,244,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/25 14:12:07+00,2020/06/30 08:03:58+00,2020/07/16 14:12:06+00,2020/06/25 14:12:07+00,1,2020/06/30 09:10:53+00,,Closed,,20-00220619,Standard,1200 G STREET NE,400871.44,136803.78,38.89908536,-76.989954,WASHINGTON,DC,20002,72283,6
-77.0214078193684,38.9275981718422,245,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/25 14:14:20+00,2020/06/30 11:36:01+00,2020/07/16 14:14:20+00,2020/06/25 14:14:20+00,1,2020/06/30 11:36:00+00,,Closed,,20-00220623,Standard,517 HARVARD STREET NW,398143.92,139968.28,38.92759071,-77.02140553,WASHINGTON,DC,20001,237926,1
-77.0509686824012,38.9150252848597,246,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/24 11:18:25+00,2020/06/26 14:48:08+00,2020/07/15 11:18:25+00,2020/06/24 11:18:25+00,1,2020/06/26 09:50:00+00,,Closed,,20-00218728,Standard,2303 BANCROFT PLACE NW,395579.91,138573.6,38.9150175,-77.05096638,WASHINGTON,DC,20008,234964,2
-77.0092855436153,38.9695676218965,247,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/27 17:35:47+00,2020/07/02 09:48:15+00,2020/07/17 17:35:47+00,2020/06/27 17:35:47+00,1,2020/07/30 14:00:00+00,,Closed,,20-00223116,Standard,6546 NORTH CAPITOL STREET NW,399195.52,144627.09,38.96956015,-77.00928325,WASHINGTON,DC,20012,245337,4
-77.0253945715404,38.9435427877847,248,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/24 13:44:14+00,2020/06/25 12:06:00+00,2020/07/15 13:44:14+00,2020/06/24 13:44:14+00,1,2020/06/25 12:05:59+00,,Closed,,20-00219012,Standard,4318 9TH STREET NW,397798.72,141738.36,38.94353533,-77.02539228,WASHINGTON,DC,20011,252424,4
-76.9840057723481,38.8680620435972,249,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/24 18:26:57+00,2020/07/01 08:17:43+00,2020/07/15 18:26:57+00,2020/06/24 18:26:57+00,1,2020/06/30 11:20:00+00,,Closed,,20-00219464,Standard,1427 S STREET SE,401388.22,133359.2,38.8680546,-76.9840035,WASHINGTON,DC,20020,63891,8
-77.0572790568515,38.9268085875273,250,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/23 13:10:06+00,2020/06/25 08:58:35+00,2020/07/14 13:10:06+00,2020/06/23 13:10:06+00,1,2020/06/25 08:59:06+00,,Closed,,20-00217398,Standard,2823 29TH STREET NW,395033.46,139881.97,38.92680113,-77.05727675,WASHINGTON,DC,20008,220091,3
-77.0278592194612,38.9202998915138,251,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/23 13:14:32+00,2020/06/29 09:52:58+00,2020/07/14 13:14:32+00,2020/06/23 13:14:32+00,1,2020/06/29 09:51:00+00,,Closed,,20-00217403,Standard,2249 12TH STREET NW,397584.27,139158.26,38.92029243,-77.02785693,WASHINGTON,DC,20009,238970,1
-77.0375674510817,38.9356146419238,252,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/25 16:48:21+00,2020/06/30 10:23:26+00,2020/07/16 16:48:21+00,2020/06/25 16:48:21+00,1,2020/06/30 10:23:26+00,,Closed,,20-00220955,Standard,1630 OAK STREET NW,396743.08,140858.63,38.93560718,-77.03756515,WASHINGTON,DC,20010,234066,1
-76.9831561133329,38.8644335154182,253,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/29 10:40:47+00,2020/07/02 08:17:15+00,2020/07/20 10:40:47+00,2020/06/29 10:40:47+00,1,2020/07/01 13:00:00+00,,Closed,,20-00224167,Standard,1515 V STREET SE,401462.03,132956.42,38.86442607,-76.98315384,WASHINGTON,DC,20020,61932,8
-76.9874127120275,38.8920191979516,254,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/06/23 16:24:04+00,2020/07/06 08:22:07+00,2020/07/14 16:24:04+00,2020/06/23 16:24:04+00,1,2020/07/02 13:12:00+00,,Closed,,20-00217798,Standard,1300 - 1357 BLOCK OF CONSTITUTION AVENUE NE,401092.19,136018.580003324,38.8920114109294,-76.9874104328978,WASHINGTON,DC,20002,803629,6
-76.9580810673309,38.930162777839,1,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/14 11:55:53+00,2020/07/17 06:40:30+00,2020/08/03 11:55:53+00,2020/07/14 11:55:53+00,1,2020/07/17 06:40:00+00,,Closed,,20-00243198,Standard,3043 BLADENSBURG ROAD NE,403634.87,140253.59,38.93015532,-76.95807879,WASHINGTON,DC,20018,41234,5
-77.0468018611934,38.9136210968542,2,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/08 09:19:44+00,2020/07/09 15:18:38+00,2020/07/28 09:19:44+00,2020/07/08 09:19:44+00,1,2020/07/10 00:47:00+00,,Closed,,20-00235628,Standard,1732 21ST STREET NW,395941.2,138417.53,38.91361331,-77.04679956,WASHINGTON,DC,20009,218462,2
-77.0003234421323,38.8457634072759,3,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/10 09:15:04+00,2020/07/15 15:08:11+00,2020/07/30 09:15:04+00,2020/07/10 09:15:04+00,1,2020/07/15 00:00:00+00,,Closed,,20-00238818,Standard,516 OAKWOOD STREET SE,399972.12,130883.77,38.84575596,-77.00032116,WASHINGTON,DC,20032,12281,8
-76.9802765201156,38.8978564447111,4,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/08 17:35:16+00,2020/07/14 09:10:12+00,2020/07/28 17:35:15+00,2020/07/08 17:35:16+00,1,2020/07/14 09:03:00+00,,Closed,,20-00236729,Standard,1684 KRAMER STREET NE,401711.14,136666.67,38.89784899,-76.98027424,WASHINGTON,DC,20002,58082,6
-77.0313551676286,38.8950101397245,5,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/10 14:21:00+00,2020/07/15 14:48:36+00,2020/07/30 14:21:00+00,2020/07/10 14:21:00+00,1,2020/07/13 13:05:00+00,,Closed,,20-00239403,Standard,1350 PENNSYLVANIA AVENUE NW,397280.14,136350.99,38.89500269,-77.03135287,WASHINGTON,DC,20004,293203,2
-77.0255474520992,38.915004511678,6,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/10 12:56:31+00,2020/07/14 12:18:33+00,2020/07/30 12:56:30+00,2020/07/10 12:56:31+00,1,2020/07/15 00:16:00+00,,Closed,,20-00239160,Standard,937 WESTMINSTER STREET NW,397784.58,138570.37,38.91499706,-77.02554516,WASHINGTON,DC,20001,239543,1
-77.0359208265471,38.9149378238493,7,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/13 21:29:02+00,2020/07/14 15:33:07+00,2020/07/31 21:29:02+00,2020/07/13 21:29:02+00,1,2020/07/14 11:37:00+00,,Closed,,20-00242569,Standard,1535 SWANN STREET NW,396884.94,138563.27,38.91493037,-77.03591853,WASHINGTON,DC,20009,304948,2
-77.0292959670191,38.9585724517804,8,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/13 18:46:43+00,2020/07/15 19:06:09+00,2020/07/31 18:46:43+00,2020/07/13 18:46:43+00,1,2020/07/15 13:25:00+00,,Closed,,20-00242461,Standard,1233 MADISON STREET NW,397461.04,143406.89,38.95856499,-77.02929367,WASHINGTON,DC,20011,253111,4
-77.0238198591106,38.9565491786744,9,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/09 10:46:22+00,2020/07/14 08:55:35+00,2020/07/29 10:46:22+00,2020/07/09 10:46:22+00,1,2020/07/10 10:22:00+00,,Closed,,20-00237467,Standard,5503 8TH STREET NW,397935.61,143182.15,38.95654171,-77.02381756,WASHINGTON,DC,20011,250287,4
-77.0123842014944,38.9182709981328,10,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/14 15:38:47+00,2020/07/15 10:09:55+00,2020/08/03 15:38:46+00,2020/07/14 15:38:47+00,1,2020/07/15 10:09:55+00,,Closed,,20-00243812,Standard,2100 1ST STREET NW,398926.22,138932.74,38.91826354,-77.01238191,WASHINGTON,DC,20001,227804,5
-76.9877539387249,38.9207233503667,11,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/14 11:23:27+00,1970/01/01 00:00:00+00,2020/08/03 11:23:27+00,2020/07/14 11:23:27+00,,1970/01/01 00:00:00+00,,Open,,20-00243126,Standard,2356 13TH PLACE NE,401062.16,139204.97,38.92071589,-76.98775166,WASHINGTON,DC,20018,48054,5
-76.9866621924861,38.885867113107,12,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/14 18:50:16+00,2020/07/15 20:31:37+00,2020/08/03 18:50:16+00,2020/07/14 18:50:16+00,1,2020/07/15 20:30:00+00,,Closed,,20-00244095,Standard,260 KENTUCKY AVENUE SE,401157.4,135335.66,38.88585966,-76.98665991,WASHINGTON,DC,20003,46142,6
-77.0077924489226,38.9589679022217,13,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/16 13:18:26+00,1970/01/01 00:00:00+00,2020/08/05 13:18:25+00,2020/07/16 13:18:26+00,,1970/01/01 00:00:00+00,,Open,,20-00246606,Standard,5700 NEW HAMPSHIRE AVENUE NE,399324.81,143450.41,38.95896044,-77.00779016,WASHINGTON,DC,20011,7233,4
-77.0027402896914,38.9225466139751,14,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/17 15:24:33+00,1970/01/01 00:00:00+00,2020/08/06 15:24:32+00,2020/07/17 15:24:33+00,,1970/01/01 00:00:00+00,,Open,,20-00248289,Standard,220 CHANNING STREET NE,399762.57,139407.3,38.92253916,-77.002738,WASHINGTON,DC,20002,50709,5
-77.028790511166,38.9560253105943,15,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/17 15:25:05+00,1970/01/01 00:00:00+00,2020/08/06 15:25:04+00,2020/07/17 15:25:05+00,,1970/01/01 00:00:00+00,,Open,,20-00248290,Standard,1218 KENNEDY STREET NW,397504.76,143124.12,38.95601785,-77.02878822,WASHINGTON,DC,20011,253041,4
-77.0355245798991,38.9164480122451,16,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/17 15:25:43+00,1970/01/01 00:00:00+00,2020/08/06 15:25:43+00,2020/07/17 15:25:43+00,,1970/01/01 00:00:00+00,,Open,,20-00248291,Standard,1513 CAROLINE STREET NW,396919.37,138730.9,38.91644056,-77.03552228,WASHINGTON,DC,20009,242113,2
-77.0501793211905,38.91768344565,17,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/19 12:53:15+00,1970/01/01 00:00:00+00,2020/08/06 12:53:15+00,2020/07/19 12:53:15+00,,1970/01/01 00:00:00+00,,Open,,20-00249397,Standard,2206 KALORAMA ROAD NW,395648.53,138868.64,38.91767599,-77.05017702,WASHINGTON,DC,20008,234990,2
-76.9744108250186,38.9228685049415,18,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/13 12:35:43+00,1970/01/01 00:00:00+00,2020/07/31 12:35:42+00,2020/07/13 12:35:43+00,,1970/01/01 00:00:00+00,,Open,,20-00241836,Standard,2508 22ND STREET NE,402219.19,139443.34,38.92286105,-76.97440855,WASHINGTON,DC,20018,46586,5
-76.9842293653921,38.8918431482898,19,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/17 14:01:38+00,1970/01/01 00:00:00+00,2020/08/06 14:01:38+00,2020/07/17 14:01:38+00,,1970/01/01 00:00:00+00,,Open,,20-00248127,Standard,1437 CONSTITUTION AVENUE NE,401368.36,135999.08,38.8918357,-76.98422709,WASHINGTON,DC,20002,63398,6
-77.0438832627748,38.9049622360092,20,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/17 16:49:46+00,1970/01/01 00:00:00+00,2020/08/06 16:49:46+00,2020/07/17 16:49:46+00,,1970/01/01 00:00:00+00,,Open,,20-00248405,Standard,1140 19TH STREET NW,396193.86,137456.2,38.90495478,-77.04388097,WASHINGTON,DC,20036,241076,2
-77.004658683105,38.8830635612457,21,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/17 16:53:15+00,1970/01/01 00:00:00+00,2020/08/06 16:53:15+00,2020/07/17 16:53:15+00,,1970/01/01 00:00:00+00,,Open,,20-00248411,Standard,129 E STREET SE,399595.99,135024.37,38.88305611,-77.0046564,WASHINGTON,DC,20003,69091,6
-76.9727466112643,38.8970376919913,22,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/10 13:42:14+00,2020/07/15 14:16:52+00,2020/07/30 13:42:14+00,2020/07/10 13:42:14+00,1,2020/07/15 13:11:00+00,,Closed,,20-00239302,Standard,534 24TH STREET NE,402364.36,136575.95,38.89703024,-76.97274434,WASHINGTON,DC,20002,9852,7
-77.0313551676286,38.8950101397245,23,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/10 13:44:30+00,2020/07/14 15:27:18+00,2020/07/30 13:44:30+00,2020/07/10 13:44:30+00,1,2020/07/14 13:01:00+00,,Closed,,20-00239310,Standard,1350 PENNSYLVANIA AVENUE NW,397280.14,136350.99,38.89500269,-77.03135287,WASHINGTON,DC,20004,293203,2
-76.9805108856391,38.9193626500287,24,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,2020/07/17 12:59:47+00,1970/01/01 00:00:00+00,2020/08/06 12:59:47+00,2020/07/17 12:59:47+00,,1970/01/01 00:00:00+00,,Open,,20-00247987,Standard,1604 W STREET NE,401690.3,139054.03,38.91935519,-76.98050861,WASHINGTON,DC,20018,60271,5
